1.0,23.248675406499522,1.9225784797006793
2.0,52.381697469567229,17.096033924189104
3.0,86.77938798175947,62.843482681105975
4.0,126.02391145834625,160.13080553550975
5.0,169.90253326719647,333.45706190459629
6.0,218.39995722951625,611.05843844473384
7.0,271.51618334538347,1024.512849966877
8.0,329.2512119848501,1608.6429543542818
9.0,391.6050423794585,2401.4732568951758
10.0,458.57766817689617,3444.1996877991801
11.0,530.17915357827258,4781.350557809501
12.0,606.46050223135057,6461.4252585434187
13.0,687.48507947314965,8536.5577166366929
14.0,773.31891288178736,11062.419420691778
15.0,864.03090453340405,14098.28931301153
16.0,959.69305948673968,17707.132032333626
17.0,1060.3785891214134,21955.591598510298
18.0,1166.0543048819445,26909.254584729824
19.0,1276.5497071633192,32630.566961322987
20.0,1391.7165995373293,39185.455099571111
21.0,1511.4312277759532,46643.499655910447
22.0,1635.5859537657177,55077.571916470493
23.0,1764.0829212490746,64563.4873994062
24.0,1896.828471475246,75179.608315446501
25.0,2033.7273001151514,87006.331227111921
26.0,2174.6752432529256,100125.33116285989
27.0,2319.5489073273902,114618.34692047918
28.0,2468.1886219764046,130565.01904893073
29.0,2620.4244453621586,148045.51523388401
30.0,2787.9616298696237,168530.80728198597
31.0,2967.0481901232224,191631.97809244998
32.0,3154.5881975053712,217070.57490469652
33.0,3350.0561454046278,244894.62057060949
34.0,3553.2315849143288,275197.91663628712
35.0,3764.0956445429247,308108.7410129034
36.0,3982.9097332418319,343803.70890897652
37.0,4210.0298739993978,382480.67180480424
38.0,4445.8694823238138,424353.91732299328
39.0,4690.9170329479603,469658.01848713949
40.0,4945.762467748481,518653.55172417895
41.0,5211.1388649815981,571636.09529261221
42.0,5487.9930766482494,628951.48281472386
43.0,5777.6180930442497,691024.50855154952
44.0,6081.9418339636695,758422.07079033484
45.0,6404.3525579179586,832036.19313461566
46.0,6755.5138658020369,914412.76781577361
47.0,7135.0505071842726,1005288.8909468699
48.0,7515.120927236293,1098319.9917650062
49.0,7895.1913473011673,1193787.2133319699
50.0,8275.2617673783425,1292062.6661184821
51.0,8655.3321798347497,1393486.4795515083
52.0,9035.4025982708499,1498373.5287320591
53.0,9415.4730167190173,1607018.5310745724
54.0,9795.5434351815784,1719699.9572478281
55.0,10175.613853655655,1836683.0652711126
56.0,10555.684272143688,1958222.279205896
57.0,10935.753832893783,2084562.7814913278
58.0,11315.141639335039,2215711.0859998926
59.0,11693.004773595247,2351604.9429015573
60.0,12068.866092567274,2492286.4773399676
61.0,12441.982218992316,2637677.184250629
62.0,12811.689876386314,2787706.1153827473
63.0,13177.933432131784,2942522.3681935826
64.0,13540.712886228186,3102285.7626606687
65.0,13900.028238674879,3267146.1661624829
66.0,14255.879489472994,3437244.2424696721
67.0,14608.266638621744,3612712.0651368233
68.0,14957.189686121836,3793673.6211018902
69.0,15302.648631972701,3980245.2247314751
70.0,15644.643476174053,4172535.8583802865
71.0,15983.174757816449,4370647.7698445637
